item_id,tipo,Substitute_Product_ID,Substitute_Supplier_ID,score,precio,disponibilidad,lead_time,prioridad,lead_time_bucket
1141,externo,1007.0,,0.7192334902591692,,,,,
1162,externo,1163.0,,0.8172660546094239,,,,,
1163,externo,1162.0,,0.8172660546094239,,,,,
1169,externo,1107.0,,0.9700615712975276,,,,,
1169,externo,1116.0,,0.9664141286510496,,,,,
1169,externo,1170.0,,0.9662480874564388,,,,,
1170,externo,1107.0,,0.9833271910305716,,,,,
1170,externo,1116.0,,0.9796298695015794,,,,,
1170,externo,1169.0,,0.9662480874564388,,,,,
1177,interno,,Laboratorios Ordesa (Colnatur),,74.07169108067372,0.0,4.0,1.0,2-4
1185,interno,,"Biotech Usa, SL",,61.702246324583946,0.0,5.0,1.0,5-7
1411,externo,1771.0,,0.953287701582649,,,,,
1411,externo,1773.0,,0.9520620944609391,,,,,
1411,externo,1770.0,,0.9518425326657411,,,,,
1421,interno,,AMIX LEVANTE S.L.,,52.71,0.0,2.0,1.0,2-4
1427,externo,1428.0,,0.8824404901198221,,,,,
1428,externo,1427.0,,0.8824404901198221,,,,,
1456,externo,1461.0,,0.9440259644869972,,,,,
1456,externo,1457.0,,0.9295706369534829,,,,,
1456,externo,1459.0,,0.9070338280446288,,,,,
1457,externo,1456.0,,0.9295706369534829,,,,,
1457,externo,1461.0,,0.9295706369534829,,,,,
1457,externo,1459.0,,0.8931449398555341,,,,,
1459,externo,1456.0,,0.9070338280446288,,,,,
1459,externo,1461.0,,0.9070338280446288,,,,,
1459,externo,1457.0,,0.8931449398555341,,,,,
1461,externo,1456.0,,0.9440259644869972,,,,,
1461,externo,1457.0,,0.9295706369534829,,,,,
1461,externo,1459.0,,0.9070338280446288,,,,,
1507,externo,1508.0,,0.93866082799853,,,,,
1508,externo,1507.0,,0.93866082799853,,,,,
1569,interno,,"Big Man Nutrition, SL",,7.95807497915428,0.0,12.0,1.0,10-15
1581,externo,1277.0,,0.9524123366575258,,,,,
1665,externo,1666.0,,0.8723678457382961,,,,,
1666,externo,1665.0,,0.8723678457382961,,,,,
1690,externo,1300.0,,0.9340861976801388,,,,,
1690,externo,1282.0,,0.923568044796167,,,,,
1762,interno,,AMIX LEVANTE S.L.,,69.72,0.0,2.0,1.0,2-4
1770,externo,1411.0,,0.9518425326657411,,,,,
1770,externo,1771.0,,0.9370571436078844,,,,,
1770,externo,1773.0,,0.9358524035207648,,,,,
1771,externo,1411.0,,0.953287701582649,,,,,
1771,externo,1773.0,,0.9372732948530672,,,,,
1771,externo,1770.0,,0.9370571436078844,,,,,
1772,externo,1411.0,,0.9048827475361054,,,,,
1772,externo,1771.0,,0.8908268054922104,,,,,
1772,externo,1773.0,,0.8896815020594603,,,,,
1773,externo,1411.0,,0.9520620944609391,,,,,
1773,externo,1771.0,,0.9372732948530672,,,,,
1773,externo,1770.0,,0.9358524035207648,,,,,
1774,externo,1411.0,,0.9081787780228888,,,,,
1774,externo,1771.0,,0.8940716372865407,,,,,
1774,externo,1773.0,,0.8929221620922654,,,,,
1775,externo,1411.0,,0.9203886069749474,,,,,
1775,externo,1771.0,,0.9060918055907606,,,,,
1775,externo,1773.0,,0.9049268765058568,,,,,
1777,externo,1361.0,,0.8746127905327423,,,,,
1777,externo,1363.0,,0.8264248046828618,,,,,
1777,externo,1781.0,,0.7588610602682255,,,,,
1781,externo,1777.0,,0.7588610602682255,,,,,
1781,externo,1361.0,,0.750248096177581,,,,,
1781,externo,1363.0,,0.7089121529649467,,,,,
1783,externo,1353.0,,0.8690235099158741,,,,,
1783,externo,1307.0,,0.8613860872187777,,,,,
1783,externo,1340.0,,0.7595057891772046,,,,,
1785,externo,1362.0,,0.9013479811543658,,,,,
1788,externo,1373.0,,0.9420812143061256,,,,,
1788,externo,1378.0,,0.9274517086589038,,,,,
1788,externo,1369.0,,0.8998153592588285,,,,,
1789,externo,1378.0,,0.8741266826874529,,,,,
1789,externo,1373.0,,0.8711405843601578,,,,,
1789,externo,1788.0,,0.8677270624735656,,,,,
1791,externo,1378.0,,0.8961109425619138,,,,,
1791,externo,1373.0,,0.8930497439511724,,,,,
1791,externo,1788.0,,0.8895503720914261,,,,,
1795,externo,1375.0,,0.9188986489256048,,,,,
1895,externo,1854.0,,0.9175838171896262,,,,,
1895,externo,1848.0,,0.8514442219159262,,,,,
1895,externo,1844.0,,0.7922814508009173,,,,,
1896,externo,1848.0,,0.8163450952292175,,,,,
1896,externo,1854.0,,0.783185779063273,,,,,
1896,externo,1844.0,,0.7596211939133715,,,,,
1912,externo,1914.0,,0.9139200479737414,,,,,
1912,externo,1913.0,,0.8645008505943401,,,,,
1913,externo,1912.0,,0.8645008505943401,,,,,
1913,externo,1914.0,,0.8179239547435692,,,,,
1914,externo,1912.0,,0.9139200479737414,,,,,
1914,externo,1913.0,,0.8179239547435692,,,,,
1916,externo,1918.0,,0.8232815518226784,,,,,
1916,externo,1917.0,,0.7542799597741195,,,,,
1917,externo,1916.0,,0.7542799597741195,,,,,
1917,externo,1918.0,,0.7112562982328205,,,,,
1918,externo,1916.0,,0.8232815518226784,,,,,
1918,externo,1917.0,,0.7112562982328205,,,,,
1927,externo,1928.0,,0.9631400507063272,,,,,
1927,externo,1929.0,,0.9003721728386896,,,,,
1928,externo,1927.0,,0.9631400507063272,,,,,
1928,externo,1929.0,,0.9163556985642722,,,,,
1929,externo,1928.0,,0.9163556985642722,,,,,
1929,externo,1927.0,,0.9003721728386896,,,,,
1947,externo,1950.0,,0.9577826635260132,,,,,
1947,externo,1948.0,,0.8902332197546503,,,,,
1947,externo,1949.0,,0.7395903257336549,,,,,
1948,externo,1947.0,,0.8902332197546503,,,,,
1948,externo,1950.0,,0.8526499443759474,,,,,
1948,externo,1949.0,,0.7797082882408398,,,,,
1949,externo,1948.0,,0.7797082882408398,,,,,
1949,externo,1947.0,,0.7395903257336549,,,,,
1949,externo,1950.0,,0.7083667920992515,,,,,
1950,externo,1947.0,,0.9577826635260132,,,,,
1950,externo,1948.0,,0.8526499443759474,,,,,
1950,externo,1949.0,,0.7083667920992515,,,,,
1981,externo,1995.0,,0.7029180598350825,,,,,
1993,externo,1995.0,,0.8781667543966338,,,,,
1995,externo,1993.0,,0.8781667543966338,,,,,
1995,externo,1981.0,,0.7029180598350825,,,,,
2001,externo,2005.0,,0.7460273056786398,,,,,
2005,externo,2001.0,,0.7460273056786398,,,,,
2057,externo,2063.0,,0.8093600507603695,,,,,
2057,externo,2065.0,,0.734064728585735,,,,,
2057,interno,,NASKORSPORTS,,34.29725387366542,0.0,2.0,1.0,2-4
2063,externo,2065.0,,0.9229022492493906,,,,,
2063,externo,2064.0,,0.8559803980620737,,,,,
2063,externo,2057.0,,0.8093600507603695,,,,,
2064,externo,2065.0,,0.8656515776929284,,,,,
2064,externo,2063.0,,0.8559803980620737,,,,,
2065,externo,2063.0,,0.9229022492493906,,,,,
2065,externo,2064.0,,0.8656515776929284,,,,,
2065,externo,2057.0,,0.734064728585735,,,,,
2112,externo,2106.0,,0.9396666639181448,,,,,
2123,externo,2081.0,,0.9457206794803908,,,,,
2123,externo,2124.0,,0.9199076421738416,,,,,
2124,externo,2123.0,,0.9199076421738416,,,,,
2124,externo,2081.0,,0.908569846243547,,,,,
2150,externo,2141.0,,0.8249653701278619,,,,,
2150,externo,2145.0,,0.8045343850522728,,,,,
2150,externo,2146.0,,0.749179948063856,,,,,
2214,externo,2224.0,,0.7221659523531864,,,,,
2217,externo,2224.0,,0.8919785469742937,,,,,
2217,externo,2222.0,,0.760544526091326,,,,,
2218,externo,2224.0,,0.7263270635973023,,,,,
2222,externo,2224.0,,0.8526488990920142,,,,,
2222,externo,2217.0,,0.760544526091326,,,,,
2222,externo,2223.0,,0.7011351225022621,,,,,
2223,externo,2224.0,,0.7644697280763876,,,,,
2223,externo,2222.0,,0.7011351225022621,,,,,
2224,externo,2217.0,,0.8919785469742937,,,,,
2224,externo,2222.0,,0.8526488990920142,,,,,
2224,externo,2223.0,,0.7644697280763876,,,,,
2240,externo,2256.0,,0.7291653714135939,,,,,
2256,externo,2240.0,,0.7291653714135939,,,,,
2257,interno,,"DRASANVI, SL",,57.882354978523445,0.0,4.0,1.0,2-4
2260,externo,2264.0,,0.7329432038653205,,,,,
2260,externo,2162.0,,0.7219204311245284,,,,,
2264,externo,2260.0,,0.7329432038653205,,,,,
2270,externo,2272.0,,0.7535592085505767,,,,,
2272,externo,2270.0,,0.7535592085505767,,,,,
2289,externo,2158.0,,0.8545628343741031,,,,,
2289,externo,2294.0,,0.7852689480437722,,,,,
2289,externo,2295.0,,0.762997653257566,,,,,
2293,externo,2158.0,,0.7437573113052658,,,,,
2293,externo,2294.0,,0.7097251246257732,,,,,
2294,externo,2158.0,,0.9189130587675478,,,,,
2294,externo,2295.0,,0.8204528434715858,,,,,
2294,externo,2298.0,,0.7971254461398524,,,,,
2295,externo,2158.0,,0.8928514353381622,,,,,
2295,externo,2294.0,,0.8204528434715858,,,,,
2295,externo,2298.0,,0.7745178849510489,,,,,
2296,externo,2158.0,,0.7574177227379697,,,,,
2296,externo,2294.0,,0.7227604750810181,,,,,
2298,externo,2158.0,,0.8674655763505663,,,,,
2298,externo,2294.0,,0.7971254461398524,,,,,
2298,externo,2295.0,,0.7745178849510489,,,,,
2299,externo,2158.0,,0.8170332542943957,,,,,
2299,externo,2294.0,,0.7507825268184665,,,,,
2299,externo,2295.0,,0.7294893138157605,,,,,
2338,interno,,"FAES FARMA, SA",,56.02687296286954,0.0,12.0,1.0,10-15
2339,externo,2340.0,,0.905644465218066,,,,,
2339,externo,2377.0,,0.9047698374693774,,,,,
2340,externo,2339.0,,0.905644465218066,,,,,
2340,externo,2377.0,,0.8854545504527771,,,,,
2355,externo,2357.0,,0.9292244193514496,,,,,
2355,externo,2356.0,,0.815106623306354,,,,,
2356,externo,2355.0,,0.815106623306354,,,,,
2356,externo,2357.0,,0.8015711352431676,,,,,
2357,externo,2355.0,,0.9292244193514496,,,,,
2357,externo,2356.0,,0.8015711352431676,,,,,
2374,externo,2375.0,,0.711043118799521,,,,,
2375,externo,2374.0,,0.711043118799521,,,,,
2377,externo,2339.0,,0.9047698374693774,,,,,
2377,externo,2340.0,,0.8854545504527771,,,,,
2385,externo,2387.0,,0.9421598947430474,,,,,
2387,externo,2385.0,,0.9421598947430474,,,,,
2400,externo,2402.0,,0.92876116096767,,,,,
2400,externo,2401.0,,0.8140954039363462,,,,,
2401,externo,2400.0,,0.8140954039363462,,,,,
2401,externo,2402.0,,0.800488798577162,,,,,
2402,externo,2400.0,,0.92876116096767,,,,,
2402,externo,2401.0,,0.800488798577162,,,,,
2431,externo,2433.0,,0.8691604411952442,,,,,
2431,externo,2432.0,,0.7574433901866295,,,,,
2432,externo,2431.0,,0.7574433901866295,,,,,
2433,externo,2431.0,,0.8691604411952442,,,,,
2468,externo,2469.0,,0.9362878582833124,,,,,
2468,externo,2473.0,,0.9308826244413452,,,,,
2468,externo,2471.0,,0.9302204533571126,,,,,
2469,externo,2468.0,,0.9362878582833124,,,,,
2469,externo,2473.0,,0.8715740987513363,,,,,
2469,externo,2471.0,,0.8709541160050629,,,,,
2471,externo,2468.0,,0.9302204533571126,,,,,
2471,externo,2473.0,,0.915640739135517,,,,,
2471,externo,2469.0,,0.8709541160050629,,,,,
2472,externo,2468.0,,0.8235044337710042,,,,,
2472,externo,2473.0,,0.8105973220629491,,,,,
2472,externo,2471.0,,0.8100207143429923,,,,,
2473,externo,2468.0,,0.9308826244413452,,,,,
2473,externo,2471.0,,0.915640739135517,,,,,
2473,externo,2469.0,,0.8715740987513363,,,,,
2477,interno,,"NUTRINOVEX SPORT INNOVATIONS, SL",,88.95312953862881,0.0,3.0,1.0,2-4
2481,externo,2328.0,,0.7204214854738339,,,,,
2539,externo,2541.0,,0.8135735058721398,,,,,
2541,externo,2539.0,,0.8135735058721398,,,,,
2541,externo,2542.0,,0.7671156461652497,,,,,
2542,externo,2541.0,,0.7671156461652497,,,,,
2554,externo,2555.0,,0.9236062966108524,,,,,
2555,externo,2554.0,,0.9236062966108524,,,,,
2557,externo,2564.0,,0.9425929308452644,,,,,
2557,externo,2558.0,,0.9376397927555198,,,,,
2557,externo,2565.0,,0.878108023589296,,,,,
2558,externo,2557.0,,0.9376397927555198,,,,,
2558,externo,2565.0,,0.9365089135228862,,,,,
2558,externo,2564.0,,0.8838126403305716,,,,,
2560,externo,2557.0,,0.8666785712258549,,,,,
2560,externo,2558.0,,0.8539881599298237,,,,,
2560,externo,2564.0,,0.8169250945525646,,,,,
2561,externo,2557.0,,0.8053343279274972,,,,,
2561,externo,2558.0,,0.7935421546910489,,,,,
2561,externo,2564.0,,0.7591024444714807,,,,,
2564,externo,2557.0,,0.9425929308452644,,,,,
2564,externo,2558.0,,0.8838126403305716,,,,,
2564,externo,2565.0,,0.8276984155537769,,,,,
2565,externo,2558.0,,0.9365089135228862,,,,,
2565,externo,2557.0,,0.878108023589296,,,,,
2565,externo,2564.0,,0.8276984155537769,,,,,
2598,externo,2651.0,,0.8833367530694562,,,,,
2598,externo,2504.0,,0.7471598396714905,,,,,
2641,externo,2642.0,,0.8634759269027847,,,,,
2641,externo,2508.0,,0.8119709634712299,,,,,
2642,externo,2641.0,,0.8634759269027847,,,,,
2642,externo,2508.0,,0.738269585465813,,,,,
2650,externo,2651.0,,0.7962202741567993,,,,,
2651,externo,2598.0,,0.8833367530694562,,,,,
2651,externo,2650.0,,0.7962202741567993,,,,,
2766,externo,2670.0,,0.8045924163283842,,,,,
2766,externo,2664.0,,0.7506407664848491,,,,,
2766,externo,2841.0,,0.7314366962222187,,,,,
2769,externo,3063.0,,0.8933431479353002,,,,,
2770,externo,2684.0,,0.9115110241465748,,,,,
2770,externo,3087.0,,0.8965247445111214,,,,,
2770,externo,3085.0,,0.8164527154308648,,,,,
2775,externo,2718.0,,0.8152190348861251,,,,,
2775,externo,3330.0,,0.7431295248773528,,,,,
2775,externo,3331.0,,0.7298937715634384,,,,,
2778,externo,2657.0,,0.7589759621721772,,,,,
2778,externo,2660.0,,0.7477217897879138,,,,,
2778,externo,2673.0,,0.7222283364927137,,,,,
2786,externo,2924.0,,0.8137264048079135,,,,,
2786,externo,2925.0,,0.7657108037748631,,,,,
2788,externo,3063.0,,0.7339095057891412,,,,,
2792,externo,3086.0,,0.8805131090548803,,,,,
2792,externo,2684.0,,0.7802568668474119,,,,,
2792,externo,2770.0,,0.771966704009271,,,,,
2793,externo,3125.0,,0.8572112739620021,,,,,
2807,externo,2809.0,,0.8474687515690285,,,,,
2809,externo,2807.0,,0.8474687515690285,,,,,
2809,interno,,"DRASANVI, SL",,42.28729305460166,0.0,4.0,1.0,2-4
2813,externo,2657.0,,0.8246637920782885,,,,,
2813,externo,2660.0,,0.8124355939038066,,,,,
2813,externo,2673.0,,0.7847357339406246,,,,,
2814,externo,2657.0,,0.7702066094806277,,,,,
2814,externo,2660.0,,0.7587859079214028,,,,,
2814,externo,2673.0,,0.7329152253107794,,,,,
2820,externo,2657.0,,0.8866348390223653,,,,,
2820,externo,2660.0,,0.8734877278916077,,,,,
2820,externo,2673.0,,0.8437063053102869,,,,,
2822,externo,2657.0,,0.862144012084993,,,,,
2822,externo,2660.0,,0.8057874824855583,,,,,
2822,externo,2673.0,,0.778314288804217,,,,,
2830,externo,2833.0,,0.908854761219512,,,,,
2830,externo,2831.0,,0.8422053590664862,,,,,
2830,externo,2832.0,,0.7719125116909091,,,,,
2831,externo,2833.0,,0.9266666083548984,,,,,
2831,externo,2830.0,,0.8422053590664862,,,,,
2831,externo,2832.0,,0.835205909232799,,,,,
2832,externo,2833.0,,0.8493243856203692,,,,,
2832,externo,2831.0,,0.835205909232799,,,,,
2832,externo,2830.0,,0.7719125116909091,,,,,
2833,externo,2831.0,,0.9266666083548984,,,,,
2833,externo,2830.0,,0.908854761219512,,,,,
2833,externo,2832.0,,0.8493243856203692,,,,,
2836,externo,2837.0,,0.7573072626859378,,,,,
2837,externo,2836.0,,0.7573072626859378,,,,,
2839,externo,2664.0,,0.7209586350059607,,,,,
2839,externo,2841.0,,0.7025139396186577,,,,,
2841,externo,2664.0,,0.890572510208572,,,,,
2841,externo,2845.0,,0.8231589601297323,,,,,
2841,externo,2848.0,,0.8199086791266303,,,,,
2843,externo,2664.0,,0.8904925819617054,,,,,
2843,externo,2841.0,,0.7930482140397486,,,,,
2843,externo,2845.0,,0.7522625079695476,,,,,
2844,externo,2849.0,,0.7503817163057487,,,,,
2844,externo,2664.0,,0.7236645758040626,,,,,
2844,externo,2841.0,,0.705150652792131,,,,,
2845,externo,2664.0,,0.8447712234866183,,,,,
2845,externo,2841.0,,0.8231589601297323,,,,,
2845,externo,2848.0,,0.7777415651993183,,,,,
2848,externo,2664.0,,0.8414356054679151,,,,,
2848,externo,2841.0,,0.8199086791266303,,,,,
2848,externo,2845.0,,0.7777415651993183,,,,,
2849,externo,2844.0,,0.7503817163057487,,,,,
2849,externo,2664.0,,0.7418178520066938,,,,,
2849,externo,2841.0,,0.7228395033903219,,,,,
2855,externo,2856.0,,0.9515283280762828,,,,,
2855,externo,2857.0,,0.951051510515158,,,,,
2855,externo,2858.0,,0.8965126509578266,,,,,
2856,externo,2855.0,,0.9515283280762828,,,,,
2856,externo,2857.0,,0.9405786258860688,,,,,
2856,externo,2858.0,,0.8866403428249953,,,,,
2857,externo,2855.0,,0.951051510515158,,,,,
2857,externo,2856.0,,0.9405786258860688,,,,,
2857,externo,2858.0,,0.8861960410912619,,,,,
2858,externo,2855.0,,0.8965126509578266,,,,,
2858,externo,2856.0,,0.8866403428249953,,,,,
2858,externo,2857.0,,0.8861960410912619,,,,,
2860,externo,2861.0,,0.8390383769219181,,,,,
2860,externo,2862.0,,0.7037099529999239,,,,,
2861,externo,2860.0,,0.8390383769219181,,,,,
2861,externo,2862.0,,0.7103359576900586,,,,,
2862,externo,2861.0,,0.7103359576900586,,,,,
2862,externo,2860.0,,0.7037099529999239,,,,,
2867,externo,2871.0,,0.7224762345030544,,,,,
2871,externo,2867.0,,0.7224762345030544,,,,,
2892,externo,2902.0,,0.7330032677420414,,,,,
2902,externo,2892.0,,0.7330032677420414,,,,,
2922,externo,2924.0,,0.7580656548738947,,,,,
2922,externo,2925.0,,0.7133344309315239,,,,,
2923,externo,2924.0,,0.7668349497179716,,,,,
2923,externo,2925.0,,0.7215862754875353,,,,,
2924,externo,2925.0,,0.8441605441483749,,,,,
2924,externo,2786.0,,0.8137264048079135,,,,,
2924,externo,2923.0,,0.7668349497179716,,,,,
2925,externo,2924.0,,0.8441605441483749,,,,,
2925,externo,2786.0,,0.7657108037748631,,,,,
2925,externo,2923.0,,0.7215862754875353,,,,,
2931,externo,2712.0,,0.7910372425017017,,,,,
2931,interno,,NUTRISPORT S.A.U.,,51.03735298938356,0.0,5.0,1.0,5-7
2944,externo,2949.0,,0.8734018520674357,,,,,
2949,externo,2944.0,,0.8734018520674357,,,,,
3012,externo,3013.0,,0.9406603224150212,,,,,
3012,externo,3014.0,,0.9274236716336104,,,,,
3012,externo,3015.0,,0.8636608618718531,,,,,
3013,externo,3012.0,,0.9406603224150212,,,,,
3013,externo,3014.0,,0.940084628354246,,,,,
3013,externo,3015.0,,0.8754513446122878,,,,,
3014,externo,3013.0,,0.940084628354246,,,,,
3014,externo,3012.0,,0.9274236716336104,,,,,
3014,externo,3015.0,,0.8631322922948702,,,,,
3015,externo,3013.0,,0.8754513446122878,,,,,
3015,externo,3012.0,,0.8636608618718531,,,,,
3015,externo,3014.0,,0.8631322922948702,,,,,
3017,externo,3013.0,,0.8450917582627704,,,,,
3017,externo,3012.0,,0.8337101551032098,,,,,
3017,externo,3014.0,,0.8331999156753698,,,,,
3030,externo,2693.0,,0.7487482801212241,,,,,
3030,externo,3032.0,,0.7281290496705781,,,,,
3030,externo,3040.0,,0.7272251777584781,,,,,
3031,externo,2693.0,,0.7660117133497173,,,,,
3031,externo,3032.0,,0.7449170778563379,,,,,
3031,externo,3040.0,,0.743992365919872,,,,,
3032,externo,2693.0,,0.8779829245770073,,,,,
3032,externo,3040.0,,0.8527449148745281,,,,,
3032,externo,3043.0,,0.8039975378889699,,,,,
3034,externo,2693.0,,0.7447628680781246,,,,,
3034,externo,3032.0,,0.724253388970539,,,,,
3034,externo,3040.0,,0.7233543281573082,,,,,
3035,externo,2693.0,,0.8050570234521858,,,,,
3035,externo,3032.0,,0.7828871477634106,,,,,
3035,externo,3040.0,,0.7819153012157039,,,,,
3037,externo,3043.0,,0.8721537722138585,,,,,
3037,externo,2693.0,,0.7210664050908455,,,,,
3037,externo,3032.0,,0.7012094855205196,,,,,
3039,externo,2693.0,,0.7109825039109595,,,,,
3040,externo,2693.0,,0.8768930297222591,,,,,
3040,externo,3032.0,,0.8527449148745281,,,,,
3040,externo,3043.0,,0.8029994856999737,,,,,
3043,externo,3037.0,,0.8721537722138585,,,,,
3043,externo,2693.0,,0.8267652196934314,,,,,
3043,externo,3032.0,,0.8039975378889699,,,,,
3049,externo,2693.0,,0.7997565421585607,,,,,
3049,externo,3032.0,,0.7777326325416876,,,,,
3049,externo,3040.0,,0.7767671846145707,,,,,
3055,externo,2693.0,,0.7326272766363201,,,,,
3063,externo,2769.0,,0.8933431479353002,,,,,
3063,externo,2788.0,,0.7339095057891412,,,,,
3078,externo,3079.0,,0.7933850316399095,,,,,
3079,externo,3078.0,,0.7933850316399095,,,,,
3085,externo,2684.0,,0.8252206142604531,,,,,
3085,externo,2770.0,,0.8164527154308648,,,,,
3085,externo,3087.0,,0.8116530472660479,,,,,
3086,externo,2792.0,,0.8805131090548803,,,,,
